Year,State,County,FieldName,FieldCount,Cultivar,Transect,Plant,SampleStage,PowderyMildew
2021,OR,Polk,OR-1,1,Lifter,1,51,1,0
2021,OR,Polk,OR-1,1,Lifter,1,52,1,0
2021,OR,Polk,OR-1,1,Lifter,1,53,1,0
2021,OR,Polk,OR-1,1,Lifter,1,54,1,0
2021,OR,Polk,OR-1,1,Lifter,1,55,1,0
2021,OR,Polk,OR-1,1,Lifter,1,56,1,0
2021,OR,Polk,OR-1,1,Lifter,1,57,1,0
2021,OR,Polk,OR-1,1,Lifter,1,58,1,0
2021,OR,Polk,OR-1,1,Lifter,1,59,1,0
2021,OR,Polk,OR-1,1,Lifter,1,60,1,0
2021,OR,Polk,OR-1,1,Lifter,1,61,1,0
2021,OR,Polk,OR-1,1,Lifter,1,62,1,0
2021,OR,Polk,OR-1,1,Lifter,1,63,1,0
2021,OR,Polk,OR-1,1,Lifter,1,64,1,0
2021,OR,Polk,OR-1,1,Lifter,1,65,1,0
2021,OR,Polk,OR-1,1,Lifter,1,66,1,0
2021,OR,Polk,OR-1,1,Lifter,1,67,1,0
2021,OR,Polk,OR-1,1,Lifter,1,68,1,0
2021,OR,Polk,OR-1,1,Lifter,1,69,1,0
2021,OR,Polk,OR-1,1,Lifter,1,70,1,0
2021,OR,Polk,OR-1,1,Lifter,1,71,1,0
2021,OR,Polk,OR-1,1,Lifter,1,72,1,0
2021,OR,Polk,OR-1,1,Lifter,1,73,1,0
2021,OR,Polk,OR-1,1,Lifter,1,74,1,0
2021,OR,Polk,OR-1,1,Lifter,1,75,1,0
2021,OR,Polk,OR-1,1,Lifter,1,76,1,0
2021,OR,Polk,OR-1,1,Lifter,1,77,1,0
2021,OR,Polk,OR-1,1,Lifter,1,78,1,0
2021,OR,Polk,OR-1,1,Lifter,1,79,1,0
2021,OR,Polk,OR-1,1,Lifter,1,80,1,0
2021,OR,Polk,OR-1,1,Lifter,1,81,1,0
2021,OR,Polk,OR-1,1,Lifter,1,82,1,0
2021,OR,Polk,OR-1,1,Lifter,1,83,1,0
2021,OR,Polk,OR-1,1,Lifter,1,84,1,0
2021,OR,Polk,OR-1,1,Lifter,1,85,1,0
2021,OR,Polk,OR-1,1,Lifter,1,86,1,0
2021,OR,Polk,OR-1,1,Lifter,1,87,1,0
2021,OR,Polk,OR-1,1,Lifter,1,88,1,0
2021,OR,Polk,OR-1,1,Lifter,1,89,1,0
2021,OR,Polk,OR-1,1,Lifter,1,90,1,0
2021,OR,Polk,OR-1,1,Lifter,1,91,1,0
2021,OR,Polk,OR-1,1,Lifter,1,92,1,0
2021,OR,Polk,OR-1,1,Lifter,1,93,1,0
2021,OR,Polk,OR-1,1,Lifter,1,94,1,0
2021,OR,Polk,OR-1,1,Lifter,1,95,1,0
2021,OR,Polk,OR-1,1,Lifter,1,96,1,0
2021,OR,Polk,OR-1,1,Lifter,1,97,1,0
2021,OR,Polk,OR-1,1,Lifter,1,98,1,0
2021,OR,Polk,OR-1,1,Lifter,1,99,1,0
2021,OR,Polk,OR-1,1,Lifter,1,100,1,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,1,1,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,2,1,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,3,1,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,4,1,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,5,1,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,6,1,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,7,1,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,8,1,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,9,1,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,10,1,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,11,1,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,12,1,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,13,1,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,14,1,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,15,1,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,16,1,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,17,1,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,18,1,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,19,1,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,20,1,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,21,1,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,22,1,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,23,1,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,24,1,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,25,1,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,26,1,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,27,1,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,28,1,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,29,1,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,30,1,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,31,1,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,32,1,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,33,1,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,34,1,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,35,1,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,36,1,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,37,1,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,38,1,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,39,1,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,40,1,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,41,1,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,42,1,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,43,1,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,44,1,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,45,1,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,46,1,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,47,1,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,48,1,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,49,1,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,50,1,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,51,1,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,52,1,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,53,1,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,54,1,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,55,1,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,56,1,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,57,1,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,58,1,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,59,1,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,60,1,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,61,1,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,62,1,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,63,1,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,64,1,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,65,1,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,66,1,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,67,1,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,68,1,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,69,1,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,70,1,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,71,1,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,72,1,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,73,1,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,74,1,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,75,1,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,76,1,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,77,1,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,78,1,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,79,1,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,80,1,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,81,1,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,82,1,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,83,1,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,84,1,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,85,1,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,86,1,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,87,1,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,88,1,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,89,1,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,90,1,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,91,1,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,92,1,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,93,1,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,94,1,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,95,1,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,96,1,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,97,1,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,98,1,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,99,1,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,100,1,0
2021,OR,Polk,OR-1,1,Lifter,1,1,2,0
2021,OR,Polk,OR-1,1,Lifter,1,2,2,0
2021,OR,Polk,OR-1,1,Lifter,1,3,2,0
2021,OR,Polk,OR-1,1,Lifter,1,4,2,0
2021,OR,Polk,OR-1,1,Lifter,1,5,2,0
2021,OR,Polk,OR-1,1,Lifter,1,6,2,0
2021,OR,Polk,OR-1,1,Lifter,1,7,2,0
2021,OR,Polk,OR-1,1,Lifter,1,8,2,0
2021,OR,Polk,OR-1,1,Lifter,1,9,2,0
2021,OR,Polk,OR-1,1,Lifter,1,10,2,0
2021,OR,Polk,OR-1,1,Lifter,1,11,2,0
2021,OR,Polk,OR-1,1,Lifter,1,12,2,0
2021,OR,Polk,OR-1,1,Lifter,1,13,2,0
2021,OR,Polk,OR-1,1,Lifter,1,14,2,0
2021,OR,Polk,OR-1,1,Lifter,1,15,2,0
2021,OR,Polk,OR-1,1,Lifter,1,16,2,0
2021,OR,Polk,OR-1,1,Lifter,1,17,2,0
2021,OR,Polk,OR-1,1,Lifter,1,18,2,0
2021,OR,Polk,OR-1,1,Lifter,1,19,2,0
2021,OR,Polk,OR-1,1,Lifter,1,20,2,0
2021,OR,Polk,OR-1,1,Lifter,1,21,2,0
2021,OR,Polk,OR-1,1,Lifter,1,22,2,0
2021,OR,Polk,OR-1,1,Lifter,1,23,2,0
2021,OR,Polk,OR-1,1,Lifter,1,24,2,0
2021,OR,Polk,OR-1,1,Lifter,1,25,2,0
2021,OR,Polk,OR-1,1,Lifter,1,26,2,0
2021,OR,Polk,OR-1,1,Lifter,1,27,2,0
2021,OR,Polk,OR-1,1,Lifter,1,28,2,0
2021,OR,Polk,OR-1,1,Lifter,1,29,2,0
2021,OR,Polk,OR-1,1,Lifter,1,30,2,0
2021,OR,Polk,OR-1,1,Lifter,1,31,2,0
2021,OR,Polk,OR-1,1,Lifter,1,32,2,0
2021,OR,Polk,OR-1,1,Lifter,1,33,2,0
2021,OR,Polk,OR-1,1,Lifter,1,34,2,0
2021,OR,Polk,OR-1,1,Lifter,1,35,2,0
2021,OR,Polk,OR-1,1,Lifter,1,36,2,0
2021,OR,Polk,OR-1,1,Lifter,1,37,2,0
2021,OR,Polk,OR-1,1,Lifter,1,38,2,0
2021,OR,Polk,OR-1,1,Lifter,1,39,2,0
2021,OR,Polk,OR-1,1,Lifter,1,40,2,0
2021,OR,Polk,OR-1,1,Lifter,1,41,2,0
2021,OR,Polk,OR-1,1,Lifter,1,42,2,0
2021,OR,Polk,OR-1,1,Lifter,1,43,2,0
2021,OR,Polk,OR-1,1,Lifter,1,44,2,0
2021,OR,Polk,OR-1,1,Lifter,1,45,2,0
2021,OR,Polk,OR-1,1,Lifter,1,46,2,0
2021,OR,Polk,OR-1,1,Lifter,1,47,2,0
2021,OR,Polk,OR-1,1,Lifter,1,48,2,0
2021,OR,Polk,OR-1,1,Lifter,1,49,2,0
2021,OR,Polk,OR-1,1,Lifter,1,50,2,0
2021,OR,Polk,OR-1,1,Lifter,1,51,2,0
2021,OR,Polk,OR-1,1,Lifter,1,52,2,0
2021,OR,Polk,OR-1,1,Lifter,1,53,2,0
2021,OR,Polk,OR-1,1,Lifter,1,54,2,0
2021,OR,Polk,OR-1,1,Lifter,1,55,2,0
2021,OR,Polk,OR-1,1,Lifter,1,56,2,0
2021,OR,Polk,OR-1,1,Lifter,1,57,2,0
2021,OR,Polk,OR-1,1,Lifter,1,58,2,0
2021,OR,Polk,OR-1,1,Lifter,1,59,2,0
2021,OR,Polk,OR-1,1,Lifter,1,60,2,0
2021,OR,Polk,OR-1,1,Lifter,1,61,2,0
2021,OR,Polk,OR-1,1,Lifter,1,62,2,0
2021,OR,Polk,OR-1,1,Lifter,1,63,2,0
2021,OR,Polk,OR-1,1,Lifter,1,64,2,0
2021,OR,Polk,OR-1,1,Lifter,1,65,2,0
2021,OR,Polk,OR-1,1,Lifter,1,66,2,0
2021,OR,Polk,OR-1,1,Lifter,1,67,2,0
2021,OR,Polk,OR-1,1,Lifter,1,68,2,0
2021,OR,Polk,OR-1,1,Lifter,1,69,2,0
2021,OR,Polk,OR-1,1,Lifter,1,70,2,0
2021,OR,Polk,OR-1,1,Lifter,1,71,2,0
2021,OR,Polk,OR-1,1,Lifter,1,72,2,0
2021,OR,Polk,OR-1,1,Lifter,1,73,2,0
2021,OR,Polk,OR-1,1,Lifter,1,74,2,0
2021,OR,Polk,OR-1,1,Lifter,1,75,2,0
2021,OR,Polk,OR-1,1,Lifter,1,76,2,0
2021,OR,Polk,OR-1,1,Lifter,1,77,2,0
2021,OR,Polk,OR-1,1,Lifter,1,78,2,0
2021,OR,Polk,OR-1,1,Lifter,1,79,2,0
2021,OR,Polk,OR-1,1,Lifter,1,80,2,0
2021,OR,Polk,OR-1,1,Lifter,1,81,2,0
2021,OR,Polk,OR-1,1,Lifter,1,82,2,0
2021,OR,Polk,OR-1,1,Lifter,1,83,2,0
2021,OR,Polk,OR-1,1,Lifter,1,84,2,0
2021,OR,Polk,OR-1,1,Lifter,1,85,2,0
2021,OR,Polk,OR-1,1,Lifter,1,86,2,0
2021,OR,Polk,OR-1,1,Lifter,1,87,2,0
2021,OR,Polk,OR-1,1,Lifter,1,88,2,0
2021,OR,Polk,OR-1,1,Lifter,1,89,2,0
2021,OR,Polk,OR-1,1,Lifter,1,90,2,0
2021,OR,Polk,OR-1,1,Lifter,1,91,2,0
2021,OR,Polk,OR-1,1,Lifter,1,92,2,0
2021,OR,Polk,OR-1,1,Lifter,1,93,2,0
2021,OR,Polk,OR-1,1,Lifter,1,94,2,0
2021,OR,Polk,OR-1,1,Lifter,1,95,2,0
2021,OR,Polk,OR-1,1,Lifter,1,96,2,0
2021,OR,Polk,OR-1,1,Lifter,1,97,2,0
2021,OR,Polk,OR-1,1,Lifter,1,98,2,0
2021,OR,Polk,OR-1,1,Lifter,1,99,2,0
2021,OR,Polk,OR-1,1,Lifter,1,100,2,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,1,2,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,2,2,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,3,2,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,4,2,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,5,2,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,6,2,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,7,2,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,8,2,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,9,2,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,10,2,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,11,2,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,12,2,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,13,2,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,14,2,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,15,2,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,16,2,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,17,2,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,18,2,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,19,2,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,20,2,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,21,2,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,22,2,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,23,2,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,24,2,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,25,2,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,26,2,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,27,2,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,28,2,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,29,2,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,30,2,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,31,2,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,32,2,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,33,2,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,34,2,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,35,2,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,36,2,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,37,2,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,38,2,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,39,2,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,40,2,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,41,2,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,42,2,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,43,2,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,44,2,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,45,2,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,46,2,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,47,2,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,48,2,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,49,2,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,50,2,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,51,2,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,52,2,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,53,2,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,54,2,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,55,2,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,56,2,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,57,2,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,58,2,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,59,2,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,60,2,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,61,2,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,62,2,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,63,2,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,64,2,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,65,2,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,66,2,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,67,2,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,68,2,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,69,2,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,70,2,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,71,2,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,72,2,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,73,2,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,74,2,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,75,2,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,76,2,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,77,2,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,78,2,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,79,2,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,80,2,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,81,2,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,82,2,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,83,2,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,84,2,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,85,2,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,86,2,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,87,2,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,88,2,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,89,2,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,90,2,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,91,2,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,92,2,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,93,2,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,94,2,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,95,2,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,96,2,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,97,2,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,98,2,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,99,2,0
2021,OR,Polk,OR-1,1,Hawaiian Haze,2,100,2,0
2021,OR,Polk,OR-1,1,Lifter,1,1,3,0
2021,OR,Polk,OR-1,1,Lifter,1,2,3,0
2021,OR,Polk,OR-1,1,Lifter,1,3,3,0
2021,OR,Polk,OR-1,1,Lifter,1,4,3,0
2021,OR,Polk,OR-1,1,Lifter,1,5,3,0
2021,OR,Polk,OR-1,1,Lifter,1,6,3,0
2021,OR,Polk,OR-1,1,Lifter,1,7,3,0
2021,OR,Polk,OR-1,1,Lifter,1,8,3,0
2021,OR,Polk,OR-1,1,Lifter,1,9,3,2
2021,OR,Polk,OR-1,1,Lifter,1,10,3,1
2021,OR,Polk,OR-1,1,Lifter,1,11,3,0
2021,OR,Polk,OR-1,1,Lifter,1,12,3,2
2021,OR,Polk,OR-1,1,Lifter,1,13,3,4
2021,OR,Polk,OR-1,1,Lifter,1,14,3,1
2021,OR,Polk,OR-1,1,Lifter,1,15,3,2
2021,OR,Polk,OR-1,1,Lifter,1,16,3,1
2021,OR,Polk,OR-1,1,Lifter,1,17,3,2
2021,OR,Polk,OR-1,1,Lifter,1,18,3,2
2021,OR,Polk,OR-1,1,Lifter,1,19,3,0
2021,OR,Polk,OR-1,1,Lifter,1,20,3,3
2021,OR,Polk,OR-1,1,Lifter,1,21,3,2
2021,OR,Polk,OR-1,1,Lifter,1,22,3,1
2021,OR,Polk,OR-1,1,Lifter,1,23,3,1
2021,OR,Polk,OR-1,1,Lifter,1,24,3,4
2021,OR,Polk,OR-1,1,Lifter,1,25,3,0
2021,OR,Polk,OR-1,1,Lifter,1,26,3,1
2021,OR,Polk,OR-1,1,Lifter,1,27,3,5
2021,OR,Polk,OR-1,1,Lifter,1,28,3,3
2021,OR,Polk,OR-1,1,Lifter,1,29,3,0
2021,OR,Polk,OR-1,1,Lifter,1,30,3,0
